SEMANA,ESTADO_SIGLA,MUNICIPIO,PRODUTO,preco_medio,preco_min,preco_max,n_postos
2019-12-30,AC,CRUZEIRO DO SUL,DIESEL,4.85,4.85,4.85,9
2020-01-06,AC,CRUZEIRO DO SUL,DIESEL,4.92,4.85,4.94,9
2020-01-13,AC,CRUZEIRO DO SUL,DIESEL,4.94,4.94,4.94,9
2020-01-20,AC,CRUZEIRO DO SUL,DIESEL,4.94,4.94,4.94,9
2020-01-27,AC,CRUZEIRO DO SUL,DIESEL,4.94,4.94,4.94,9
2020-02-03,AC,CRUZEIRO DO SUL,DIESEL,4.94,4.94,4.94,8
2020-02-10,AC,CRUZEIRO DO SUL,DIESEL,4.88,4.85,4.94,9
2020-02-17,AC,CRUZEIRO DO SUL,DIESEL,4.88375,4.85,4.94,8
2020-02-24,AC,CRUZEIRO DO SUL,DIESEL,4.88,4.85,4.94,9
2020-03-02,AC,CRUZEIRO DO SUL,DIESEL,4.88,4.85,4.94,9
2020-03-09,AC,CRUZEIRO DO SUL,DIESEL,4.88,4.85,4.94,9
2020-03-16,AC,CRUZEIRO DO SUL,DIESEL,4.88,4.85,4.94,9
2020-03-23,AC,CRUZEIRO DO SUL,DIESEL,4.887124999999999,4.85,4.949,8
2020-03-30,AC,CRUZEIRO DO SUL,DIESEL,4.708375,4.56,4.85,8
2020-04-06,AC,CRUZEIRO DO SUL,DIESEL,4.664375,4.399,4.85,8
2020-04-13,AC,CRUZEIRO DO SUL,DIESEL,4.6845,4.56,4.85,8
2020-04-20,AC,CRUZEIRO DO SUL,DIESEL,4.6165,4.569,4.859,8
2020-04-27,AC,CRUZEIRO DO SUL,DIESEL,4.553125,4.4,4.859,8
2020-05-04,AC,CRUZEIRO DO SUL,DIESEL,4.434,4.409,4.609,8
2020-05-11,AC,CRUZEIRO DO SUL,DIESEL,4.434,4.409,4.609,8
2020-05-18,AC,CRUZEIRO DO SUL,DIESEL,4.434,4.409,4.609,8
2020-05-25,AC,CRUZEIRO DO SUL,DIESEL,4.4,4.4,4.4,8
2020-06-01,AC,CRUZEIRO DO SUL,DIESEL,4.425000000000001,4.4,4.6,8
2020-06-08,AC,CRUZEIRO DO SUL,DIESEL,4.425000000000001,4.4,4.6,8
2020-06-15,AC,CRUZEIRO DO SUL,DIESEL,4.409,4.409,4.409,8
2020-06-22,AC,CRUZEIRO DO SUL,DIESEL,4.44425,4.409,4.55,8
2020-06-29,AC,CRUZEIRO DO SUL,DIESEL,4.461875,4.409,4.55,8
2020-07-06,AC,CRUZEIRO DO SUL,DIESEL,4.461875,4.409,4.55,8
2020-07-13,AC,CRUZEIRO DO SUL,DIESEL,4.55,4.55,4.55,8
2020-07-20,AC,CRUZEIRO DO SUL,DIESEL,4.55,4.55,4.55,8
2020-07-27,AC,CRUZEIRO DO SUL,DIESEL,4.55,4.55,4.55,8
2020-08-03,AC,CRUZEIRO DO SUL,DIESEL,4.6625,4.55,4.85,8
2020-08-10,AC,CRUZEIRO DO SUL,DIESEL,4.859,4.859,4.859,8
2020-08-17,AC,CRUZEIRO DO SUL,DIESEL,4.859,4.859,4.859,8
2021-01-18,AC,CRUZEIRO DO SUL,DIESEL,5.24,5.23,5.25,7
2021-02-15,AC,CRUZEIRO DO SUL,DIESEL,5.2188888888888885,5.025,5.255,9
2021-02-22,AC,CRUZEIRO DO SUL,DIESEL,5.764,5.55,5.85,10
2021-03-01,AC,CRUZEIRO DO SUL,DIESEL,5.85,5.85,5.85,2
2021-03-08,AC,CRUZEIRO DO SUL,DIESEL,5.8533333333333335,5.84,5.89,9
2021-03-15,AC,CRUZEIRO DO SUL,DIESEL,5.848999999999999,5.84,5.85,10
2021-03-22,AC,CRUZEIRO DO SUL,DIESEL,5.848888888888889,5.84,5.85,9
2021-03-29,AC,CRUZEIRO DO SUL,DIESEL,5.738,5.71,5.78,10
2021-04-05,AC,CRUZEIRO DO SUL,DIESEL,5.7371428571428575,5.71,5.78,7
2021-04-12,AC,CRUZEIRO DO SUL,DIESEL,5.7410000000000005,5.71,5.78,10
2021-04-19,AC,CRUZEIRO DO SUL,DIESEL,5.7410000000000005,5.71,5.78,10
2021-04-26,AC,CRUZEIRO DO SUL,DIESEL,5.7410000000000005,5.71,5.78,10
2021-05-03,AC,CRUZEIRO DO SUL,DIESEL,6.085,6.06,6.1,10
2021-05-10,AC,CRUZEIRO DO SUL,DIESEL,6.085,6.06,6.1,10
2021-05-17,AC,CRUZEIRO DO SUL,DIESEL,6.085,6.06,6.1,10
2021-05-24,AC,CRUZEIRO DO SUL,DIESEL,6.087999999999999,6.06,6.13,10
2021-05-31,AC,CRUZEIRO DO SUL,DIESEL,6.083333333333333,6.06,6.1,9
2021-06-07,AC,CRUZEIRO DO SUL,DIESEL,6.0688,6.008,6.1,10
2021-06-14,AC,CRUZEIRO DO SUL,DIESEL,6.085,6.06,6.1,10
2021-06-21,AC,CRUZEIRO DO SUL,DIESEL,6.08125,6.06,6.1,8
2021-06-28,AC,CRUZEIRO DO SUL,DIESEL,6.085,6.06,6.1,10
2021-07-05,AC,CRUZEIRO DO SUL,DIESEL,6.085,6.06,6.1,10
2021-07-12,AC,CRUZEIRO DO SUL,DIESEL,6.1617,6.017,6.18,10
2021-07-19,AC,CRUZEIRO DO SUL,DIESEL,6.176666666666666,6.16,6.18,9
2021-07-26,AC,CRUZEIRO DO SUL,DIESEL,6.177,6.16,6.18,10
2021-08-02,AC,CRUZEIRO DO SUL,DIESEL,6.177,6.16,6.18,10
2021-08-09,AC,CRUZEIRO DO SUL,DIESEL,6.176666666666666,6.16,6.18,9
2021-08-16,AC,CRUZEIRO DO SUL,DIESEL,6.178888888888888,6.17,6.18,9
2021-08-23,AC,CRUZEIRO DO SUL,DIESEL,6.177,6.16,6.18,10
2021-08-30,AC,CRUZEIRO DO SUL,DIESEL,6.174444444444444,6.16,6.18,9
2021-09-06,AC,CRUZEIRO DO SUL,DIESEL,6.175,6.16,6.18,10
2021-09-13,AC,CRUZEIRO DO SUL,DIESEL,6.177,6.16,6.18,10
2021-09-20,AC,CRUZEIRO DO SUL,DIESEL,6.175,6.16,6.18,10
2021-09-27,AC,CRUZEIRO DO SUL,DIESEL,6.175,6.16,6.18,10
2021-10-04,AC,CRUZEIRO DO SUL,DIESEL,6.201,6.16,6.41,10
2021-10-11,AC,CRUZEIRO DO SUL,DIESEL,6.394,6.37,6.41,10
2021-10-18,AC,CRUZEIRO DO SUL,DIESEL,6.393,6.37,6.42,10
2021-10-25,AC,CRUZEIRO DO SUL,DIESEL,6.394,6.37,6.41,10
2021-11-01,AC,CRUZEIRO DO SUL,DIESEL,6.667777777777778,6.63,6.7,9
2021-11-08,AC,CRUZEIRO DO SUL,DIESEL,6.662999999999999,6.63,6.7,10
2021-11-15,AC,CRUZEIRO DO SUL,DIESEL,6.6659999999999995,6.63,6.7,10
2021-11-22,AC,CRUZEIRO DO SUL,DIESEL,6.662999999999999,6.63,6.7,10
2021-11-29,AC,CRUZEIRO DO SUL,DIESEL,6.662999999999999,6.63,6.7,10
2021-12-06,AC,CRUZEIRO DO SUL,DIESEL,6.6659999999999995,6.63,6.7,10
2021-12-13,AC,CRUZEIRO DO SUL,DIESEL,6.686,6.63,6.85,10
2021-12-20,AC,CRUZEIRO DO SUL,DIESEL,6.662999999999999,6.63,6.7,10
2021-12-27,AC,CRUZEIRO DO SUL,DIESEL,6.6659999999999995,6.63,6.7,10
2022-01-03,AC,CRUZEIRO DO SUL,DIESEL,6.668000000000001,6.63,6.7,10
2022-01-10,AC,CRUZEIRO DO SUL,DIESEL,6.683,6.63,6.85,10
2022-01-17,AC,CRUZEIRO DO SUL,DIESEL,6.6659999999999995,6.63,6.7,10
2022-01-24,AC,CRUZEIRO DO SUL,DIESEL,6.708,6.63,6.85,10
2022-01-31,AC,CRUZEIRO DO SUL,DIESEL,6.708,6.63,6.85,10
2022-02-07,AC,CRUZEIRO DO SUL,DIESEL,6.726999999999999,6.63,6.85,10
2022-02-14,AC,CRUZEIRO DO SUL,DIESEL,6.717777777777778,6.63,6.85,9
2022-02-21,AC,CRUZEIRO DO SUL,DIESEL,6.7299999999999995,6.63,6.85,10
2022-02-28,AC,CRUZEIRO DO SUL,DIESEL,6.748,6.63,6.9,10
2022-03-07,AC,CRUZEIRO DO SUL,DIESEL,6.773999999999999,6.63,6.88,10
2022-03-14,AC,CRUZEIRO DO SUL,DIESEL,7.709999999999999,7.2,7.8,10
2022-03-21,AC,CRUZEIRO DO SUL,DIESEL,7.736666666666666,7.72,7.75,9
2022-03-28,AC,CRUZEIRO DO SUL,DIESEL,7.896000000000001,7.88,7.9,10
2022-04-04,AC,CRUZEIRO DO SUL,DIESEL,7.896000000000001,7.88,7.9,10
2022-04-11,AC,CRUZEIRO DO SUL,DIESEL,7.893000000000001,7.87,7.9,10
2022-04-18,AC,CRUZEIRO DO SUL,DIESEL,7.894,7.88,7.9,10
2022-04-25,AC,CRUZEIRO DO SUL,DIESEL,7.896000000000001,7.88,7.9,10
2022-05-02,AC,CRUZEIRO DO SUL,DIESEL,7.896000000000001,7.88,7.9,10
2022-05-09,AC,CRUZEIRO DO SUL,DIESEL,8.294,8.27,8.3,10
2022-05-16,AC,CRUZEIRO DO SUL,DIESEL,8.294,8.27,8.3,10
2022-05-23,AC,CRUZEIRO DO SUL,DIESEL,8.291,8.27,8.3,10
2022-05-30,AC,CRUZEIRO DO SUL,DIESEL,8.291,8.27,8.3,10
2022-06-06,AC,CRUZEIRO DO SUL,DIESEL,8.291,8.27,8.3,10
2022-06-13,AC,CRUZEIRO DO SUL,DIESEL,8.294,8.27,8.3,10
2022-06-20,AC,CRUZEIRO DO SUL,DIESEL,8.937999999999999,8.93,8.94,10
2022-06-27,AC,CRUZEIRO DO SUL,DIESEL,8.937999999999999,8.93,8.94,10
2022-07-04,AC,CRUZEIRO DO SUL,DIESEL,8.944999999999999,8.93,8.95,10
2022-07-11,AC,CRUZEIRO DO SUL,DIESEL,8.745000000000001,8.73,8.75,10
2022-07-18,AC,CRUZEIRO DO SUL,DIESEL,8.75,8.73,8.8,10
2022-07-25,AC,CRUZEIRO DO SUL,DIESEL,8.67,8.0,8.75,10
2022-08-01,AC,CRUZEIRO DO SUL,DIESEL,8.745000000000001,8.73,8.75,10
2022-08-08,AC,CRUZEIRO DO SUL,DIESEL,8.64,8.6,8.65,10
2022-08-15,AC,CRUZEIRO DO SUL,DIESEL,8.496,8.42,8.65,10
2022-08-22,AC,CRUZEIRO DO SUL,DIESEL,8.453,8.42,8.48,10
2022-08-29,AC,CRUZEIRO DO SUL,DIESEL,8.456,8.42,8.48,10
2022-09-05,AC,CRUZEIRO DO SUL,DIESEL,8.459,8.42,8.48,10
2022-09-12,AC,CRUZEIRO DO SUL,DIESEL,8.253,6.42,8.48,10
2023-02-13,AC,CRUZEIRO DO SUL,DIESEL,7.54,7.54,7.54,1
2023-02-20,AC,CRUZEIRO DO SUL,DIESEL,7.54,7.54,7.54,2
2023-02-27,AC,CRUZEIRO DO SUL,DIESEL,7.54,7.54,7.54,2
2023-03-06,AC,CRUZEIRO DO SUL,DIESEL,7.546666666666667,7.54,7.56,3
2023-03-13,AC,CRUZEIRO DO SUL,DIESEL,7.54,7.54,7.54,2
2023-03-27,AC,CRUZEIRO DO SUL,DIESEL,7.555,7.54,7.57,2
2023-04-03,AC,CRUZEIRO DO SUL,DIESEL,7.54,7.54,7.54,1
2023-04-24,AC,CRUZEIRO DO SUL,DIESEL,7.54,7.54,7.54,1
2023-05-01,AC,CRUZEIRO DO SUL,DIESEL,7.54,7.54,7.54,1
2023-05-15,AC,CRUZEIRO DO SUL,DIESEL,7.16,7.16,7.16,1
2023-06-05,AC,CRUZEIRO DO SUL,DIESEL,6.73,6.73,6.73,1
2023-06-12,AC,CRUZEIRO DO SUL,DIESEL,6.5075,6.29,6.73,4
2023-06-19,AC,CRUZEIRO DO SUL,DIESEL,6.612500000000001,6.29,6.73,4
2023-06-26,AC,CRUZEIRO DO SUL,DIESEL,6.5024999999999995,6.27,6.73,4
2023-07-03,AC,CRUZEIRO DO SUL,DIESEL,6.766,6.65,6.82,5
2023-07-10,AC,CRUZEIRO DO SUL,DIESEL,6.7620000000000005,6.65,6.82,5
2023-07-17,AC,CRUZEIRO DO SUL,DIESEL,6.7075,6.14,6.95,4
2023-07-24,AC,CRUZEIRO DO SUL,DIESEL,6.824000000000001,6.4,6.95,5
2023-07-31,AC,CRUZEIRO DO SUL,DIESEL,6.824000000000001,6.4,6.95,5
2023-08-07,AC,CRUZEIRO DO SUL,DIESEL,6.82,6.4,6.95,5
2023-08-14,AC,CRUZEIRO DO SUL,DIESEL,6.82,6.4,6.95,5
2023-08-21,AC,CRUZEIRO DO SUL,DIESEL,7.468000000000001,6.85,7.73,5
2023-08-28,AC,CRUZEIRO DO SUL,DIESEL,7.634,7.3,7.73,5
2023-09-04,AC,CRUZEIRO DO SUL,DIESEL,7.634,7.3,7.73,5
2023-09-11,AC,CRUZEIRO DO SUL,DIESEL,7.634,7.3,7.73,5
2023-09-18,AC,CRUZEIRO DO SUL,DIESEL,7.634,7.3,7.73,5
2023-09-25,AC,CRUZEIRO DO SUL,DIESEL,7.7219999999999995,7.3,7.95,5
2023-10-02,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-10-09,AC,CRUZEIRO DO SUL,DIESEL,7.801666666666667,7.5,7.95,6
2023-10-16,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-10-23,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-10-30,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-11-06,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-11-13,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-11-20,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-11-27,AC,CRUZEIRO DO SUL,DIESEL,7.7775,7.5,7.95,4
2023-12-04,AC,CRUZEIRO DO SUL,DIESEL,7.812,7.5,7.95,5
2023-12-11,AC,CRUZEIRO DO SUL,DIESEL,7.718000000000001,7.5,7.93,5
2023-12-18,AC,CRUZEIRO DO SUL,DIESEL,7.752,7.5,7.93,5
2023-12-25,AC,CRUZEIRO DO SUL,DIESEL,7.734,7.5,7.85,5
2024-01-01,AC,CRUZEIRO DO SUL,DIESEL,7.734,7.5,7.85,5
2024-01-08,AC,CRUZEIRO DO SUL,DIESEL,8.094,7.94,8.19,5
2024-01-15,AC,CRUZEIRO DO SUL,DIESEL,7.954000000000001,7.94,7.98,5
2024-01-22,AC,CRUZEIRO DO SUL,DIESEL,7.946000000000001,7.94,7.95,5
2024-01-29,AC,CRUZEIRO DO SUL,DIESEL,7.946000000000001,7.94,7.95,5
2024-02-05,AC,CRUZEIRO DO SUL,DIESEL,7.946000000000001,7.94,7.95,5
2024-02-12,AC,CRUZEIRO DO SUL,DIESEL,7.946000000000001,7.94,7.95,5
2024-02-19,AC,CRUZEIRO DO SUL,DIESEL,7.946000000000001,7.94,7.95,5
2024-02-26,AC,CRUZEIRO DO SUL,DIESEL,7.946000000000001,7.94,7.95,5
2024-03-04,AC,CRUZEIRO DO SUL,DIESEL,7.9475,7.94,7.95,4
2024-03-11,AC,CRUZEIRO DO SUL,DIESEL,7.841666666666666,7.79,7.95,6
2024-03-18,AC,CRUZEIRO DO SUL,DIESEL,7.841666666666666,7.79,7.95,6
2024-03-25,AC,CRUZEIRO DO SUL,DIESEL,7.8342857142857145,7.79,7.95,7
2024-04-01,AC,CRUZEIRO DO SUL,DIESEL,7.685714285714285,7.6,7.7,7
2024-04-08,AC,CRUZEIRO DO SUL,DIESEL,7.685714285714285,7.6,7.7,7
2024-04-15,AC,CRUZEIRO DO SUL,DIESEL,7.685714285714285,7.6,7.7,7
2024-04-22,AC,CRUZEIRO DO SUL,DIESEL,7.685714285714285,7.6,7.7,7
2024-04-29,AC,CRUZEIRO DO SUL,DIESEL,7.675,7.6,7.7,8
2024-05-06,AC,CRUZEIRO DO SUL,DIESEL,7.685714285714285,7.6,7.7,7
2024-05-13,AC,CRUZEIRO DO SUL,DIESEL,7.6571428571428575,7.4,7.7,7
2024-05-20,AC,CRUZEIRO DO SUL,DIESEL,7.521428571428571,7.4,7.55,7
2024-05-27,AC,CRUZEIRO DO SUL,DIESEL,7.51,7.5,7.55,5
2024-06-03,AC,CRUZEIRO DO SUL,DIESEL,7.478571428571429,7.4,7.55,7
2024-06-10,AC,CRUZEIRO DO SUL,DIESEL,7.4471428571428575,7.28,7.55,7
2024-06-17,AC,CRUZEIRO DO SUL,DIESEL,7.4471428571428575,7.28,7.55,7
2024-06-24,AC,CRUZEIRO DO SUL,DIESEL,7.4471428571428575,7.28,7.55,7
2024-07-01,AC,CRUZEIRO DO SUL,DIESEL,7.444285714285714,7.28,7.55,7
2024-07-08,AC,CRUZEIRO DO SUL,DIESEL,7.463333333333334,7.28,7.5,6
2024-07-15,AC,CRUZEIRO DO SUL,DIESEL,7.7,7.51,7.75,7
2024-07-22,AC,CRUZEIRO DO SUL,DIESEL,7.665714285714286,7.51,7.73,7
2024-07-29,AC,CRUZEIRO DO SUL,DIESEL,7.731428571428572,7.72,7.75,7
2024-08-05,AC,CRUZEIRO DO SUL,DIESEL,7.7316666666666665,7.72,7.75,6
2024-08-12,AC,CRUZEIRO DO SUL,DIESEL,7.7,7.51,7.75,7
2024-08-19,AC,CRUZEIRO DO SUL,DIESEL,7.6971428571428575,7.51,7.73,7
2024-08-26,AC,CRUZEIRO DO SUL,DIESEL,7.7,7.51,7.75,7
2024-09-02,AC,CRUZEIRO DO SUL,DIESEL,7.728333333333334,7.72,7.73,6
2024-09-09,AC,CRUZEIRO DO SUL,DIESEL,7.7,7.51,7.75,7
2024-09-16,AC,CRUZEIRO DO SUL,DIESEL,7.7,7.51,7.75,7
2024-09-23,AC,CRUZEIRO DO SUL,DIESEL,7.665714285714286,7.51,7.73,7
2024-09-30,AC,CRUZEIRO DO SUL,DIESEL,7.691666666666666,7.51,7.73,6
2024-10-07,AC,CRUZEIRO DO SUL,DIESEL,7.7,7.51,7.75,7
2024-10-14,AC,CRUZEIRO DO SUL,DIESEL,7.6971428571428575,7.51,7.73,7
2024-10-21,AC,CRUZEIRO DO SUL,DIESEL,7.728333333333334,7.72,7.73,6
2024-10-28,AC,CRUZEIRO DO SUL,DIESEL,7.6971428571428575,7.51,7.73,7
2024-11-04,AC,CRUZEIRO DO SUL,DIESEL,7.73,7.73,7.73,4
2024-11-11,AC,CRUZEIRO DO SUL,DIESEL,7.73,7.73,7.73,2
2024-11-18,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,1
2024-11-25,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,5
2024-12-02,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,5
2024-12-09,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,4
2024-12-16,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,5
2024-12-23,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,5
2024-12-30,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,5
2025-01-06,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,5
2025-01-13,AC,CRUZEIRO DO SUL,DIESEL,7.93,7.93,7.93,5
2025-01-20,AC,CRUZEIRO DO SUL,DIESEL,7.4079999999999995,7.38,7.42,5
2025-01-27,AC,CRUZEIRO DO SUL,DIESEL,7.518000000000001,7.4,7.93,5
2025-02-03,AC,CRUZEIRO DO SUL,DIESEL,7.4159999999999995,7.4,7.42,5
2025-02-10,AC,CRUZEIRO DO SUL,DIESEL,8.175,8.17,8.19,4
2025-02-17,AC,CRUZEIRO DO SUL,DIESEL,8.173333333333334,8.17,8.19,6
2025-02-24,AC,CRUZEIRO DO SUL,DIESEL,8.173333333333334,8.17,8.19,6
2025-03-03,AC,CRUZEIRO DO SUL,DIESEL,8.173333333333334,8.17,8.19,6
2025-03-10,AC,CRUZEIRO DO SUL,DIESEL,8.17,8.17,8.17,5
2025-03-17,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-03-24,AC,CRUZEIRO DO SUL,DIESEL,8.17,8.17,8.17,1
2025-03-31,AC,CRUZEIRO DO SUL,DIESEL,8.175714285714285,8.17,8.19,7
2025-04-07,AC,CRUZEIRO DO SUL,DIESEL,8.173333333333334,8.17,8.19,6
2025-04-14,AC,CRUZEIRO DO SUL,DIESEL,8.01,7.19,8.19,6
2025-04-21,AC,CRUZEIRO DO SUL,DIESEL,8.175714285714285,8.17,8.19,7
2025-04-28,AC,CRUZEIRO DO SUL,DIESEL,8.172857142857143,8.17,8.19,7
2025-05-05,AC,CRUZEIRO DO SUL,DIESEL,8.175714285714285,8.17,8.19,7
2025-05-19,AC,CRUZEIRO DO SUL,DIESEL,8.175714285714285,8.17,8.19,7
2025-05-26,AC,CRUZEIRO DO SUL,DIESEL,8.175714285714285,8.17,8.19,7
2025-06-02,AC,CRUZEIRO DO SUL,DIESEL,8.175714285714285,8.17,8.19,7
2025-06-09,AC,CRUZEIRO DO SUL,DIESEL,8.173333333333334,8.17,8.19,6
2025-06-16,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-06-23,AC,CRUZEIRO DO SUL,DIESEL,8.176666666666668,8.17,8.19,6
2025-06-30,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-07-07,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-07-14,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-07-21,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-07-28,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-08-04,AC,CRUZEIRO DO SUL,DIESEL,8.175,8.17,8.19,4
2025-08-11,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-08-18,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-08-25,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-09-01,AC,CRUZEIRO DO SUL,DIESEL,8.17,8.17,8.17,2
2025-09-08,AC,CRUZEIRO DO SUL,DIESEL,8.174,8.17,8.19,5
2025-09-15,AC,CRUZEIRO DO SUL,DIESEL,8.17,8.17,8.17,4
2025-09-29,AC,CRUZEIRO DO SUL,DIESEL,8.166,8.15,8.19,5
2025-10-06,AC,CRUZEIRO DO SUL,DIESEL,8.16,8.15,8.17,2
2025-10-20,AC,CRUZEIRO DO SUL,DIESEL,8.16,8.15,8.17,4
2025-10-27,AC,CRUZEIRO DO SUL,DIESEL,8.15,8.15,8.15,1
2025-11-03,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2025-11-10,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2025-11-17,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2025-11-24,AC,CRUZEIRO DO SUL,DIESEL,8.15,8.15,8.15,1
2025-12-08,AC,CRUZEIRO DO SUL,DIESEL,8.15,8.15,8.15,4
2025-12-22,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2025-12-29,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2026-01-12,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2026-01-19,AC,CRUZEIRO DO SUL,DIESEL,8.15,8.15,8.15,3
2026-02-02,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2026-02-16,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2026-02-23,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2026-03-02,AC,CRUZEIRO DO SUL,DIESEL,8.145,8.13,8.15,4
2026-03-09,AC,CRUZEIRO DO SUL,DIESEL,8.343333333333334,8.34,8.35,3
2026-03-16,AC,CRUZEIRO DO SUL,DIESEL,8.344999999999999,8.34,8.35,2
2026-03-23,AC,CRUZEIRO DO SUL,DIESEL,8.725,8.7,8.75,2
2026-03-30,AC,CRUZEIRO DO SUL,DIESEL,8.76,8.75,8.77,4
2026-04-06,AC,CRUZEIRO DO SUL,DIESEL,8.76,8.75,8.77,4
2026-04-13,AC,CRUZEIRO DO SUL,DIESEL,8.76,8.75,8.77,2
2026-04-20,AC,CRUZEIRO DO SUL,DIESEL,8.75,8.75,8.75,1
2026-04-27,AC,CRUZEIRO DO SUL,DIESEL,8.763333333333334,8.75,8.77,3
2026-05-18,AC,CRUZEIRO DO SUL,DIESEL,8.77,8.77,8.77,1
2026-06-01,AC,CRUZEIRO DO SUL,DIESEL,8.75,8.75,8.75,1
2026-06-08,AC,CRUZEIRO DO SUL,DIESEL,8.45,8.45,8.45,1
2026-06-15,AC,CRUZEIRO DO SUL,DIESEL,8.756666666666666,8.75,8.77,3
2026-06-22,AC,CRUZEIRO DO SUL,DIESEL,8.75,8.75,8.75,1
2026-08-10,AC,CRUZEIRO DO SUL,DIESEL,8.75,8.75,8.75,3
2026-08-24,AC,CRUZEIRO DO SUL,DIESEL,8.75,8.75,8.75,2
2026-08-31,AC,CRUZEIRO DO SUL,DIESEL,8.75,8.75,8.75,2
2019-12-30,AC,CRUZEIRO DO SUL,DIESEL S10,4.95,4.95,4.95,9
2020-01-06,AC,CRUZEIRO DO SUL,DIESEL S10,5.027777777777778,4.95,5.05,9
2020-01-13,AC,CRUZEIRO DO SUL,DIESEL S10,5.05,5.05,5.05,9
2020-01-20,AC,CRUZEIRO DO SUL,DIESEL S10,5.05,5.05,5.05,9
2020-01-27,AC,CRUZEIRO DO SUL,DIESEL S10,5.05,5.05,5.05,9
2020-02-03,AC,CRUZEIRO DO SUL,DIESEL S10,5.05,5.05,5.05,8
2020-02-10,AC,CRUZEIRO DO SUL,DIESEL S10,4.872222222222223,3.95,5.05,9
2020-02-17,AC,CRUZEIRO DO SUL,DIESEL S10,4.8625,3.95,5.05,8
2020-02-24,AC,CRUZEIRO DO SUL,DIESEL S10,4.95,4.9,5.05,9
2020-03-02,AC,CRUZEIRO DO SUL,DIESEL S10,4.95,4.9,5.05,9
2020-03-09,AC,CRUZEIRO DO SUL,DIESEL S10,4.972222222222222,4.9,5.05,9
2020-03-16,AC,CRUZEIRO DO SUL,DIESEL S10,4.972222222222222,4.9,5.05,9
2020-03-23,AC,CRUZEIRO DO SUL,DIESEL S10,4.98125,4.9,5.05,8
2020-03-30,AC,CRUZEIRO DO SUL,DIESEL S10,4.8187500000000005,4.7,4.95,8
2020-04-06,AC,CRUZEIRO DO SUL,DIESEL S10,4.77325,4.509,4.95,8
2020-04-13,AC,CRUZEIRO DO SUL,DIESEL S10,4.797125,4.7,4.95,8
2020-04-20,AC,CRUZEIRO DO SUL,DIESEL S10,4.7368749999999995,4.7,4.959,8
2020-04-27,AC,CRUZEIRO DO SUL,DIESEL S10,4.661875,4.5,4.959,8
2020-05-04,AC,CRUZEIRO DO SUL,DIESEL S10,4.534000000000001,4.509,4.709,8
2020-05-11,AC,CRUZEIRO DO SUL,DIESEL S10,4.534000000000001,4.509,4.709,8
2020-05-18,AC,CRUZEIRO DO SUL,DIESEL S10,4.534000000000001,4.509,4.709,8
2020-05-25,AC,CRUZEIRO DO SUL,DIESEL S10,4.5,4.5,4.5,8
2020-06-01,AC,CRUZEIRO DO SUL,DIESEL S10,4.525,4.5,4.7,8
2020-06-08,AC,CRUZEIRO DO SUL,DIESEL S10,4.525,4.5,4.7,8
